4 56 66 75 93 94 
5 6 8 55 73 91 
5 9 11 28 62 88 
5 9 31 53 55 79 
5 13 19 21 45 68 
5 17 37 42 64 72 
5 27 36 44 88 94 
5 29 30 33 51 83 
5 33 59 69 75 84 
5 34 46 66 80 96 
5 38 39 67 73 74 
5 49 69 78 82 88 
6 8 13 50 51 66 
6 9 11 34 42 60 
6 9 37 44 78 99 
6 11 23 39 69 83 
6 12 16 28 52 87 
6 12 33 39 47 97 
6 12 38 44 50 53 
6 16 21 28 57 58 
6 21 55 83 85 87 
6 21 64 79 81 86 
6 34 50 60 77 97 
6 35 55 70 90 98 
7 8 13 35 41 92 
7 9 28 63 66 89 
7 10 65 78 83 88 
7 14 15 58 61 73 
7 20 41 59 70 78 
7 21 28 31 70 88 
7 21 32 39 46 65 
7 22 58 71 84 99 
7 23 41 57 72 73 
7 26 49 52 61 64 
7 42 57 68 70 83 
7 42 73 79 80 87 
7 47 59 79 87 92 
7 47 76 78 85 93 
8 10 32 33 57 73 
8 11 53 60 80 87 
8 13 49 54 57 68 
8 16 57 61 68 82 
8 20 29 62 63 79 
8 21 34 35 50 99 
8 26 35 40 58 82 
8 28 59 67 71 76 
8 50 62 64 72 81 
9 11 13 25 58 76 
9 12 16 33 86 93 
9 14 38 68 75 93 
9 15 34 60 62 93 
9 16 62 63 68 81 
9 18 22 78 79 90 
9 18 23 38 48 73 
9 22 27 28 61 65 
9 22 34 66 76 78 
9 24 50 65 82 92 
9 26 45 74 79 97 
9 28 54 76 81 83 
9 33 40 75 87 97 
9 41 53 62 78 90 
9 48 49 64 81 90 
10 14 31 50 80 82 
10 14 36 59 77 85 
10 16 26 29 37 83 
10 18 31 46 78 95 
10 19 49 50 59 96 
10 23 24 43 50 66 
10 35 54 55 83 88 
10 47 51 58 74 81 
10 51 75 85 90 95 
11 22 42 48 68 86 
11 26 31 71 86 87 
11 29 62 70 89 98 
11 30 41 65 70 94 
11 36 42 51 73 79 
11 36 44 71 74 89 
11 41 42 43 76 83 
12 20 39 47 78 87 
12 27 76 80 87 99 
12 28 29 40 53 73 
12 35 48 57 85 95 
12 36 80 85 87 90 
12 38 62 74 92 97 
12 42 54 74 94 97 
12 70 72 87 89 98 
13 14 21 30 66 83 
13 17 47 73 87 95 
13 23 31 50 52 77 
13 28 50 53 87 99 
13 29 49 82 85 98 
13 30 43 72 80 89 
13 36 41 50 67 83 
13 37 58 66 84 99 
13 41 56 76 84 95 
13 44 54 84 96 98 
13 47 50 78 82 99 
13 67 81 83 88 99 
14 15 43 51 74 78 
14 17 22 61 65 90 
14 19 29 30 66 82 
14 20 36 63 83 93 
14 21 35 42 53 70 
14 27 41 44 69 75 
14 28 29 56 65 94 
14 37 53 76 79 99 
14 40 55 58 74 84 
14 48 61 65 84 94 
15 19 46 50 70 93 
15 19 71 79 81 95 
15 21 43 49 51 89 
15 24 35 81 82 98 
15 24 43 51 59 92 
15 28 33 73 78 99 
15 31 59 87 93 99 
16 19 20 29 38 79 
16 23 57 64 90 96 
16 25 76 82 83 89 
16 32 42 47 52 64 
16 52 54 59 60 67 
17 20 25 67 82 94 
17 23 25 31 44 87 
17 31 38 65 74 89 
17 33 38 41 42 49 
17 33 43 66 70 79 
17 34 39 41 86 90 
17 34 39 59 62 67 
18 20 23 49 73 91 
18 22 28 73 75 86 
18 28 38 45 73 92 
18 29 38 58 80 98 
18 29 53 65 74 88 
18 32 55 61 89 96 
18 36 58 76 85 89 
18 43 46 64 86 93 
18 57 58 71 98 99 
18 70 71 86 87 92 
19 20 24 47 58 62 
19 33 57 86 95 99 
19 36 48 49 73 90 
19 38 48 54 86 98 
20 21 23 35 39 54 
20 23 45 69 78 90 
20 26 28 37 49 51 
20 26 28 53 58 94 
20 31 50 63 64 71 
20 36 40 59 89 90 
20 60 73 89 91 96 
20 71 81 90 94 95 
21 22 35 47 49 83 
21 23 30 51 85 93 
21 23 39 58 66 71 
21 26 29 34 63 79 
21 27 32 56 77 83 
21 31 35 37 49 61 
21 38 39 44 49 82 
21 38 39 48 65 66 
21 57 69 73 74 86 
21 57 73 81 83 95 
22 28 41 76 81 93 
22 41 43 52 86 92 
22 43 44 45 75 88 
22 48 59 88 93 96 
23 32 36 73 93 94 
23 32 39 45 65 74 
23 32 53 55 59 60 
23 33 66 74 79 93 
23 48 60 68 87 89 
24 32 58 72 85 97 
25 73 74 91 98 99 
26 40 42 45 72 95 
26 46 69 77 79 88 
27 33 58 61 79 86 
27 38 41 47 52 86 
27 69 80 81 84 90 
28 34 64 73 75 93 
28 44 54 55 72 98 
28 53 55 57 83 85 
29 36 53 78 87 96 
31 34 44 45 63 88 
32 33 43 59 63 92 
32 39 63 74 83 98 
32 41 46 61 64 71 
32 42 46 53 64 65 
32 47 51 52 83 86 
33 41 58 68 93 98 
33 47 48 54 69 81 
35 47 59 64 73 91 
35 48 52 69 93 94 
35 49 79 86 94 96 
36 38 56 60 69 95 
37 57 61 69 80 83 
38 49 57 63 67 80 
38 54 68 81 82 89 
39 42 49 82 86 89 
40 60 62 71 75 77 
41 49 53 58 61 85 
41 52 56 74 94 97 
43 45 56 90 95 99 
43 46 63 70 86 91 
44 53 55 66 68 75 
45 46 58 83 89 95 
45 47 61 64 84 92 
45 86 87 90 98 99 
46 49 53 59 79 96 
48 51 62 73 97 98 
53 56 66 70 72 87 
56 63 73 75 81 89 
58 63 64 70 96 97 
